Location,Price,Commission,TVA,Rooms,Size,Floor,Composition
Marasti,134000,,False,2,58.0, 8/9, Semidec
Manastur,219999,,False,2,58.0, 3/7, Semidec
Manastur,136000,,False,2,50.18, Parter/2, Semidec
Gheorgheni,160000,,False,3,65.0, Parter/4, Dec
Manastur,172900,,False,2,59.0, 2/7, Dec
Buna Ziua,158000,,False,3,55.0, 3/4, Semidec
Calea Turzii,129900,,False,2,50.0, 3/5, Semidec
Grigorescu,165000,,False,3,60.0, Parter/2, Semidec
Manastur,129999,,False,4,69.0, 3/10, Dec
Manastur,170000,,False,2,55.0, Parter/2, Dec
Manastur,160000,,False,4,78.0, 1/4, Dec
Dambul Rotund,139000,,False,3,71.0, 5/6, Dec
Zorilor,145000,,False,2,50.0, 4/4, Dec
Buna Ziua,138000,,False,3,70.0, Mansarda/2, Semidec
Dambul Rotund,115000,,False,2,43.0, 5/6, Dec
Dambul Rotund,115000,,False,2,43.0, 5/6, Dec
Gheorgheni,98500,,False,2,37.0, 4/4, Semidec
Gheorgheni,288000,,False,3,114.0, 1/8, Nedec
Gheorgheni,134000,,False,2,43.0, 8/11, Semidec
Gheorgheni,180670,Comision 0%,False,2,60.0, 4, Semidec
P-ta Mihai Viteazul,300000,,False,3,70.0, 8/8, Semidec
Gheorgheni,210000,,True,3,74.0, 2/5, Dec
Marasti,220000,,False,3,72.0, 4/6, Dec
Manastur,169000,,False,3,64.0, 3/4, Semidec
Marasti,167000,,False,2,55.0, 6/8, Dec
Gheorgheni,159051,Comision 0%,False,2,50.0, 4, Semidec
Marasti,209500,,False,3,69.0, 1/4, Semidec
Manastur,207150,Comision 0%,True,3,100.0, 2/4, Semidec
Manastur,139999,,False,4,65.0, 4/4, Dec
Manastur,140000,,False,5,145.0, Mansarda/2, Dec
Central,73000,,False,1,23.0, Parter/4, Dec
Marasti,145000,Comision 0%,False,3,67.0, 1/8, Dec
Marasti,175000,,False,2,56.0, 6, Semidec
Manastur,100000,,False,2,41.0, Parter/4, Semidec
Manastur,139000,,False,4,70.0, 8/10, Semidec
Manastur,120000,,False,3,54.0, 7/10, Dec
Dambul Rotund,38000,,False,1,18.0, 4/4, Nedec
Manastur,117000,,False,2,50.0, 1/10, Dec
Calea Turzii,129900,,False,2,50.0, 2/5, Semidec
Iris,238000,,False,3,76.0, 4/6, Semidec
Manastur,140000,,False,3,67.0, 8/10, Dec
Manastur,83900,,False,1,39.0, 3/4, Semidec
Dambul Rotund,115000,,False,3,50.0, Parter/2, Semidec
Europa,167000,,False,3,57.0, 2/3, Semidec
Manastur,150000,,False,4,69.0, 8/10, Dec
Manastur,94990,Comision 0%,False,1,35.0, 2/2, Semidec
Ultracentral,182000,,False,2,45.0, Parter/1, Semidec
Zorilor,220000,,False,3,65.0, 2/4, Dec
Zorilor,145000,,False,2,54.0, 1/4, Dec
Gheorgheni,123000,,False,2,43.0, 5/10, Semidec
Manastur,220000,,False,4,82.0, 5/10, Semidec
Manastur,123000,,False,3,52.0, 8/10, Dec
Marasti,215000,,False,3,74.0, 2/8, Dec
Central,170000,,False,2,65.0, 4/4, Semidec
Marasti,209500,,False,3,69.0, 1/4, Dec
Iris,80000,,False,2,56.0, Parter/2, Semidec
Sopor,144500,,False,2,46.0, 1/7, Semidec
Iris,155000,,False,3,62.0, 1/2, Semidec
Marasti,209000,,False,3,66.0, 4/4, Semidec
Buna Ziua,275000,,False,3,74.0, Ultimele 2 e/8, Semidec
Central,170000,,False,3,65.0, 1/2, Semidec
Zorilor,253900,,False,3,79.0, Parter/10, Semidec
Manastur,175000,,False,3,70.0, 8/8, Semidec
Buna Ziua,165000,,False,2,52.0, Parter/3, Semidec
Central,115000,,False,1,35.0, Parter/1, Dec
Manastur,146900,,False,3,63.0, 6/9, Dec
Dambul Rotund,119999,,False,2,46.0, 1/6, Semidec
Marasti,285000,,False,3,63.0, 6/6, Semidec
Central,158000,,False,3,60.0, Parter/4, Semidec
Gheorgheni,139000,,False,3,59.0, 3/4, Semidec
Dambul Rotund,69500,,False,1,36.0, 5/6, Dec
Manastur,255000,,False,4,101.0, 2/4, Dec
Iris,178000,,False,3,53.0, 4/6, Semidec
Iris,165000,,False,3,53.0, 4/5, Semidec
Manastur,95000,,False,1,35.0, 1/4, Semidec
Gheorgheni,110000,Comision 0%,False,2,46.0, Parter/4, Semidec
Central,155900,,True,3,70.48, 2/6, Semidec
Manastur,120000,,False,3,52.0, 8/10, Dec
Manastur,142000,,False,4,56.63, 2/4, Semidec
Manastur,159000,,False,4,76.0, 2/4, Dec
Manastur,180000,,False,3,66.0, 4/7, Semidec
P-ta Mihai Viteazul,155000,,False,3,75.0, Parter/1, Semidec
Iris,139000,,False,3,48.0, Parter/2, Semidec
Iris,134000,,False,3,48.0, Parter/2, Semidec
Iris,130000,,False,3,48.0, Parter/2, Semidec
Iris,95000,,False,2,42.0, 2/6, Semidec
Manastur,129999,,False,3,60.0, 1/2, Dec
Europa,179000,,False,3,66.5, 1/5, Semidec
Marasti,198000,,False,3,65.0, 3/9, Dec
Calea Turzii,160000,,False,3,54.0, 3/4, Semidec
Zorilor,190000,,False,4,88.0, 5/5, Semidec
Manastur,122000,,False,3,54.0, Parter/4, Semidec
Gheorgheni,173000,,False,2,54.0, 3, Semidec
Marasti,189000,Comision 0%,False,3,63.0, 3/4, Dec
Central,175000,,False,2,50.0, 3/3, Dec
Calea Turzii,160000,,False,2,68.1, 2/3, Dec
Buna Ziua,265000,,False,3,95.0, 1/3, Semidec
Manastur,159900,,False,3,78.0, 4/4, Dec
Marasti,169900,,False,4,94.0, 3/4, Semidec
Manastur,135000,,False,3,66.0, 4/4, Dec
Iris,105000,,False,3,52.0, 3/3, Semidec
Manastur,230000,,False,4,109.0, 4/5, Semidec
Gheorgheni,110000,,False,2,46.0, Parter/4, Semidec
Gheorgheni,180000,,False,3,68.0, 1/2, Semidec
Manastur,249000,,False,4,80.0, 8/9, Dec
Manastur,99990,,False,2,35.0, Parter/8, Semidec
Plopilor,200000,,False,3,100.0, 4/4, Dec
Marasti,139000,,False,3,67.0, 4/4, Dec
Manastur,71000,,False,1,27.0, Parter/10, Semidec
Zorilor,189500,,False,2,55.0, 7/16, Semidec
Manastur,113000,,False,2,46.0, 7/8, Dec
Dambul Rotund,125000,,False,2,57.0, 4/6, Semidec
Manastur,120000,,False,2,51.0, 3/10, Dec
Andrei Muresanu,450000,Comision 0%,False,4,187.0, 4/4, Semidec
Marasti,178000,,False,2,50.0, 1/4, Dec
Central,175000,,False,2,45.0, 2/3, Semidec
Manastur,168000,,False,4,76.0, 8/8, Dec
Buna Ziua,256000,,False,3,77.0, 1/10, Dec
Gheorgheni,159000,,False,3,60.0, 2/4, Dec
Zorilor,230000,,False,3,100.0, 3/4, Dec
Buna Ziua,246000,,False,3,77.0, 1, Dec
Andrei Muresanu,189000,,False,2,55.0, 7/7, Semidec
Dambul Rotund,749000,Comision 0%,False,4,300.0, 5, Semidec
Iris,27000,,False,1,17.0, Parter/4, Dec
Buna Ziua,155000,,False,2,52.0, 1/6, Dec
Buna Ziua,590000,,False,4,198.0, 3/3, Semidec
Gheorgheni,140000,,False,2,46.0, 1/7, Semidec
Gheorgheni,245000,,False,3,67.0, 2/10, Dec
Manastur,122000,,False,3,59.0, Parter/4, Semidec
Manastur,140000,,False,3,65.0, 4/8, Dec
Borhanci,155000,,False,2,58.0, Parter/5, Semidec
Zorilor,145000,,False,2,50.0, 4/4, Dec
Marasti,170000,,False,4,82.0, 5/8, Dec
Europa,175000,,False,2,59.0, Parter/6, Semidec
Grigorescu,139000,,False,4,84.0, 1/2, Dec
Manastur,139000,,False,4,70.0, 8/10, Dec
Gheorgheni,125000,,False,2,44.0, 3/4, Semidec
Marasti,135000,,False,2,40.0, 9/10, Dec
Marasti,144000,,False,2,49.0, 3/4, Semidec
Borhanci,173000,,False,3,61.0, 1/4, Semidec
Calea Turzii,132600,,True,2,51.0, Parter/4, Semidec
Intre Lacuri,289000,Comision 0%,False,2,57.0, 4/6, Semidec
Marasti,284999,,False,3,75.0, 4/6, Semidec
Europa,167000,,False,3,61.0, Parter/3, Semidec
Manastur,75000,,False,1,23.0, 3/4, Semidec
Central,139800,,False,2,42.0, 4/5, Semidec
Dambul Rotund,119000,,False,2,48.0, 6/6, Semidec
Zorilor,155000,,False,2,47.0, Parter/3, Semidec
Marasti,170000,,False,3,65.0, 4/4, Dec
Gheorgheni,150000,,False,3,58.0, 4/4, Semidec
Marasti,185000,Comision 0%,False,3,72.0, 6/7, Dec
Marasti,135000,,False,2,40.0, 3/7, Semidec
Gheorgheni,127000,,False,2,52.0, Parter/4, Semidec
Gheorgheni,235000,,False,3,73.0, 2/7, Dec
Gheorgheni,165000,,False,2,52.0, 2/4, Semidec
Marasti,137000,,False,3,66.0, 2/8, Dec
Gheorgheni,153000,,False,2,47.0, 9/11, Dec
Dambul Rotund,119500,,False,3,50.0, Parter/3, Semidec
Central,139900,,False,2,59.0, Parter/1, Semidec
Marasti,139000,,False,3,62.0, 1/4, Semidec
Marasti,179000,,False,2,59.0, 2/3, Dec
Gheorgheni,195000,,False,3,70.0, Parter/7, Dec
Central,239000,,False,2,50.0, 2/4, Dec
Manastur,173000,,False,2,58.0, 2/6, Dec
Iris,72000,,False,2,40.0, Mansarda/6, Dec
Manastur,220000,,False,4,84.0, 5/10, Dec
Zorilor,115000,,False,2,52.0, Parter/4, Dec
Manastur,96000,,False,2,38.0, 3/4, Dec
Europa,415000,,True,3,140.0, Parter/3, Dec
Zorilor,299000,,False,4,137.0, 2/4, Semidec
Grigorescu,183000,,True,3,67.78, 3/4, Semidec
Manastur,117000,,False,2,49.0, 1/4, Semidec
Manastur,117000,,False,2,45.5, 1/4, Semidec
Europa,268000,,False,3,120.0, 3/6, Dec
Grigorescu,180000,,False,3,76.0, Parter/3, Dec
Zorilor,150000,,False,2,55.0, 4/4, Dec
Gheorgheni,110000,,False,2,51.0, Parter/4, Semidec
Manastur,215000,,False,3,77.0, 4/8, Semidec
Grigorescu,177050,,True,3,64.55, 1/4, Semidec
Manastur,150000,,False,3,57.0, 3/6, Semidec
Manastur,160000,,False,4,80.0, 2/4, Dec
Dambul Rotund,153000,,False,3,88.0, 1/7, Semidec
Dambul Rotund,124000,,False,3,74.8, 2/5, Semidec
Marasti,150000,,False,2,52.0, 7/8, Dec
Manastur,172000,,False,4,78.0, 3/4, Dec
Buna Ziua,165000,,False,2,50.0, 2/3, Dec
Marasti,189000,,False,3,65.0, 3/4, Dec
Zorilor,167000,,False,3,61.0, Parter/3, Semidec
Marasti,210000,Comision 0%,False,3,74.0, 2/9, Dec
Manastur,170000,,False,3,64.0, 10/10, Dec
Manastur,125000,,False,2,56.0, 1/3, Dec
Plopilor,155000,,False,2,55.0, 4/4, Dec
Manastur,189999,,False,3,64.0, 7/10, Dec
Dambul Rotund,120000,,False,3,72.6, 1/1, Semidec
Buna Ziua,365000,,False,5,128.0, 2, Dec
Manastur,110000,,False,3,54.0, 4/4, Semidec
Gheorgheni,165000,,False,3,60.0, 2/4, Semidec
Central,148000,,False,3,52.0, Parter/1, Dec
Gheorgheni,249000,Comision 0%,False,4,77.0, 2/4, Dec
Marasti,115000,,False,1,42.0, 8/8, Dec
Marasti,179000,,False,2,45.0, 5/6, Semidec
Marasti,235000,,False,4,119.0, 2/2, Semidec
Buna Ziua,198000,,False,3,86.49, Parter/6, Semidec
Marasti,250000,,True,3,76.0, 2/11, Semidec
Manastur,155000,,False,3,67.0, 3/9, Semidec
Manastur,122900,Comision 0%,False,3,53.0, 1/4, Semidec
Intre Lacuri,140000,,False,3,65.0, 4/4, Dec
Marasti,175000,,False,3,64.0, 2/5, Dec
Manastur,143000,,False,3,72.0, 4/4, Semidec
Manastur,127000,,False,3,67.0, Parter/10, Dec
Zorilor,359000,,False,6,184.0, 3/3, Dec
Marasti,80000,,False,1,34.0, 4/4, Dec
Marasti,129000,,False,2,53.0, 4/5, Dec
Marasti,229500,,False,3,68.85, 1/10, Dec
Plopilor,149000,Comision 0%,False,2,58.0, 6, Dec
Marasti,199000,,False,3,66.0, 6/6, Semidec
Manastur,173000,,False,4,73.0, 3/4, Semidec
Andrei Muresanu,250000,,False,3,88.0, 1/3, Semidec
Manastur,146000,,False,3,62.0, Parter/4, Dec
Marasti,209500,,False,3,65.0, 1/4, Dec
Manastur,175000,,False,3,64.0, 10/10, Dec
Buna Ziua,149000,,False,2,53.0, 4/5, Semidec
Europa,290000,,False,4,114.0, Parter/3, Dec
Grigorescu,132000,,False,2,50.0, 4/10, Dec
Iris,132000,,False,2,43.0, 4/7, Semidec
Gheorgheni,115000,,False,2,39.0, 5/10, Dec
Marasti,199000,,False,4,76.0, 1/8, Dec
Marasti,178000,,False,3,53.0, 4/4, Semidec
Manastur,149000,,False,3,66.0, Parter/2, Semidec
Marasti,125000,,False,2,54.0, 2/6, Semidec
Manastur,205000,,False,4,93.0, 1/8, Dec
Manastur,153500,,False,2,56.0, 5/8, Dec
Gheorgheni,140000,,False,3,60.0, 4/4, Dec
Semicentral,340000,,False,3,87.0, 1, Dec
Manastur,130000,,False,3,66.0, 5/9, Dec
Manastur,151715,,True,3,74.25, 2/4, Dec
Gheorgheni,57900,,False,1,30.0, Parter/4, Nedec
Central,98000,,True,1,37.0, 2/6, Dec
Manastur,185000,,False,3,86.0, 3/12, Semidec
Manastur,110000,,False,3,61.0, 5/5, Dec
Manastur,145000,,False,3,65.0, Parter, Dec
Manastur,155000,,False,4,90.0, 2/7, Dec
Manastur,137000,,False,3,65.0, 4/4, Dec
Central,86999,,False,2,55.0, Demisol/1, Dec
Marasti,47000,,False,1,22.0, 3/4, Semidec
Manastur,169000,,False,3,67.0, 2, Dec
Manastur,115000,,False,4,58.0, 4/4, Dec
Borhanci,235000,,False,3,90.0, 2/2, Dec
Central,129000,,False,2,47.0, 1, Circular]
Marasti,199999,,False,3,76.0, 1/8, Semidec
Manastur,122000,,False,3,55.0, 7, Dec
Manastur,99000,,False,2,35.0, 2/4, Semidec
Marasti,200000,,False,3,76.0, 1/7, Dec
Marasti,76000,,False,1,23.0, 2, Dec
Manastur,134900,,False,4,59.0, 4/4, Semidec
Marasti,220000,,False,4,89.0, 2/4, Dec
Manastur,210000,,False,4,98.0, 2/2, Semidec
Semicentral,265000,,False,4,87.7, 2/3, Dec
Manastur,102000,,False,2,38.0, Parter/5, Semidec
Marasti,189000,,False,3,68.0, 3/4, Dec
Manastur,185000,,False,3,73.0, 2/3, Semidec
Bulgaria,118000,,False,3,71.0, 2/3, Semidec
Manastur,150000,,False,4,105.0, 3/3, Semidec
Marasti,75000,,False,1,25.0, Parter/4, Semidec
Buna Ziua,185000,,False,2,53.0, 3/7, Dec
Dambul Rotund,149000,,False,3,68.0, 4/7, Semidec
Buna Ziua,163900,,False,3,62.0, Parter/6, Semidec
Ultracentral,155000,,False,2,55.0, Parter, Dec
Marasti,197000,,False,3,85.62, 2/3, Semidec
Marasti,189000,,False,3,68.0, 3/4, Dec
Gheorgheni,340000,,False,4,99.0, 2/4, Semidec
Grigorescu,110000,,False,2,57.0, 1/4, Dec
Buna Ziua,150000,,False,3,54.0, 4/4, Semidec
Manastur,110000,,False,2,57.0, Parter/4, Semidec
Manastur,209000,,False,4,94.0, 1/8, Dec
Central,139000,,False,3,64.25, Demisol/4, Semidec
Ultracentral,200000,,False,3,70.0, 2/2, Dec
Central,345000,,False,3,81.0, 1/4, Semidec
Gheorgheni,139000,,False,2,52.0, 6/10, Dec
Manastur,95500,,False,2,44.0, 3/6, Semidec
Semicentral,225430,,True,3,71.69, 3/3, Semidec
Manastur,119000,,False,3,55.0, Parter/4, Semidec
Manastur,139900,,False,4,76.0, 4/4, Dec
Europa,179000,,False,3,66.0, 1/4, Semidec
Manastur,124500,Comision 0%,False,2,60.54, 4/4, Semidec
Marasti,249900,,False,4,78.0, 3/4, Dec
Zorilor,359000,Comision 0%,False,6,184.0, 4/4, Dec
Central,239900,,False,3,63.0, 6/8, Dec
Gara,60000,,False,1,27.0, 3/4, Dec
Manastur,120000,,False,4,55.0, 4/4, Semidec
Andrei Muresanu,153000,,False,2,54.0, 4/10, Dec
Manastur,165000,,False,4,80.0, 2/4, Dec
Gruia,258000,,False,4,170.0, Parter/2, Dec
Marasti,130000,,False,3,64.0, Parter/4, Dec
Buna Ziua,265000,,False,3,94.0, 1/3, Semidec
Manastur,130000,,False,2,55.24, 2/3, Dec
Manastur,130000,,False,3,51.5, Parter/4, Dec
Central,62000,,False,1,40.0, Demisol/1, Dec
Iris,155000,,False,3,62.0, 1/3, Semidec
Gheorgheni,365000,Comision 0%,False,4,111.5, 6/7, Semidec
Buna Ziua,115000,,False,2,46.0, Parter/2, Semidec
Dambul Rotund,43900,Comision 0%,False,1,21.0, 3/4, Semidec
Marasti,80900,,False,1,25.0, Parter/4, Dec
Dambul Rotund,118000,,False,2,45.0, 5/6, Semidec
Andrei Muresanu,230000,,False,3,75.0, Parter, Semidec
Buna Ziua,590000,,False,4,200.0, 3/3, Semidec
Manastur,117000,,False,3,67.0, 1/4, Semidec
Manastur,135000,,False,3,61.0, 3/12, Semidec
Marasti,179000,,False,3,66.0, 3/4, Dec
Andrei Muresanu,379000,Comision 0%,False,3,106.0, Demisol/1, Dec
Zorilor,235000,,False,3,100.0, 3/4, Dec
Central,174999,,False,3,65.0, 1/1, Semidec
Grigorescu,84990,,True,2,50.15, Parter/12, Semidec
Gheorgheni,159900,,False,2,54.0, 2/4, Semidec
Grigorescu,545000,,False,4,120.0, 1/2, Dec
Zorilor,160000,,False,3,65.0, 1/4, Dec
Campului,148000,Comision 0%,False,3,64.0, 7/10, Dec
Gheorgheni,125000,Comision 0%,False,2,48.0, 2/10, Nedec
Manastur,172000,,False,4,80.0, 2/4, Dec
Intre Lacuri,139000,,False,3,65.0, 4/4, Dec
Marasti,145000,,False,3,65.0, 4/4, Dec
Intre Lacuri,127000,,False,2,50.55, 4/8, Dec
Marasti,159000,,False,4,85.0, 3/4, Dec
Manastur,84999,,False,1,42.0, Parter/8, Dec
Marasti,74000,,False,1,32.0, 4/4, Semidec
Manastur,99990,,False,1,31.0, Parter/8, Dec
Zorilor,120000,,False,1,46.33, 7/15, Semidec
Gheorgheni,152000,,False,2,49.0, 3/4, Semidec
Marasti,137000,,False,2,40.0, 5/6, Semidec
Manastur,110000,,False,3,61.0, 5/5, Semidec
Central,195000,,False,3,93.0, 2/2, Dec
Manastur,125000,,False,4,56.0, Parter/4, Semidec
Manastur,169890,,False,4,78.0, 3/4, Dec
Dambul Rotund,115000,,False,3,65.0, 5/6, Semidec
Ultracentral,147000,,False,2,49.0, Parter/1, Semidec
Marasti,178000,,False,2,50.0, 1/4, Dec
Manastur,97980,,False,2,40.0, Parter/4, Dec
Zorilor,109500,,True,2,53.0, 1/4, Dec
Manastur,103000,,False,2,49.0, 3/4, Semidec
Andrei Muresanu,256000,,False,3,77.0, 1/10, Dec
Marasti,140000,,False,2,51.0, 3/4, Dec
Borhanci,115000,,False,3,110.0, Mansarda/4, Semidec
Gheorgheni,105000,,False,3,46.0, 3/4, Dec
Zorilor,129500,,False,2,48.0, Parter/3, Semidec
Grigorescu,258000,,False,3,170.0, Parter/1, Dec
Gara,120000,,False,2,60.0, Parter, Dec
Gheorgheni,140000,,False,3,59.0, 3/4, Semidec
Gheorgheni,125000,,False,2,50.8, Parter/4, Semidec
Gheorgheni,215000,,False,3,66.0, 2/10, Semidec
Marasti,78500,,False,1,30.0, 4/4, Semidec
Gheorgheni,173000,,False,2,55.0, 3/7, Semidec
Grigorescu,165000,Comision 0%,False,3,58.0, Parter/2, Semidec
Central,139900,,False,2,35.0, Parter, Semidec
Manastur,135000,,False,3,50.0, 4/4, Semidec
Gheorgheni,247500,,False,3,92.0, 4/4, Dec
Ultracentral,105000,,False,3,55.0, Parter, Dec
Gheorgheni,180000,,False,3,62.0, 3/4, Dec
Manastur,145000,,False,3,65.0, 1/4, Dec
Central,220000,,False,3,100.0, 1/1, Dec
Buna Ziua,305000,,False,3,84.0, Ultimele 2 e/9, Semidec
Manastur,121000,,False,3,52.0, Parter/4, Semidec
Borhanci,225000,,False,3,79.0, 2/3, Semidec
Borhanci,160000,,False,2,54.0, 3/4, Dec
Marasti,129500,,False,2,45.0, 1/8, Semidec
Gruia,79000,,False,1,41.0, 2/4, Dec
Central,160000,,False,3,65.0, 1/4, Semidec
Iris,110000,,False,3,70.0, Ultimele 2 e/3, Semidec
Marasti,129000,,False,2,63.0, 3/3, Semidec
Marasti,238000,,False,3,76.0, 3/11, Dec
Manastur,95000,,False,2,40.0, Parter/4, Dec
Europa,299000,,False,4,100.0, 2/2, Semidec
Buna Ziua,239000,,False,3,89.0, 1/3, Dec
Dambul Rotund,91000,,False,3,70.0, 2/3, Semidec
Intre Lacuri,195860,Comision 0%,True,4,86.56, 2/6, Semidec
Buna Ziua,185000,,False,2,56.0, 1/3, Semidec
Plopilor,254990,Comision 0%,False,4,110.0, 2/4, Dec
Central,185000,,False,2,53.4, 6/7, Semidec
Manastur,316000,Comision 0%,False,4,176.0, 1/2, Dec
Marasti,57500,Comision 0%,False,1,22.0, 4/4, Semidec
Plopilor,155000,,False,2,51.0, 1/4, Dec
Gruia,258000,,False,3,170.0, Parter, Dec
Gruia,98000,,False,2,52.0, Parter/4, Dec
Manastur,115000,,False,1,37.0, 1/8, Semidec
Manastur,175000,,False,4,78.0, 2/4, Dec
Gheorgheni,215000,,False,3,74.0, 4/6, Semidec
Central,129000,,False,2,50.0, 3/4, Semidec
Manastur,92000,,False,2,42.0, Parter/8, Dec
Central,340000,Comision 0%,False,4,90.0, 2/4, Dec
Marasti,127000,Comision 0%,False,2,52.0, Parter/4, Dec
Manastur,115000,,False,3,66.0, 9/10, Dec
Central,155000,,False,3,56.0, 2/4, Semidec
Manastur,35900,,False,1,11.0, 1, Dec
Manastur,105500,,False,2,42.0, 2/10, Dec
Gheorgheni,285000,,True,4,110.0, Ultimele 2 e/8, Dec
Iris,129000,,False,2,41.0, 1/5, Semidec
Manastur,169900,Comision 0%,False,3,74.0, 2/8, Dec
Manastur,107500,,False,3,64.0, 2/2, Semidec
Central,150000,,False,2,59.0, Parter/1, Dec
Manastur,80000,,False,2,37.0, Parter/5, Semidec
Manastur,190000,,False,3,98.0, 5/5, Semidec
Gheorgheni,102600,,False,2,40.0, 3/7, Semidec
Marasti,180735,,False,4,91.9, 1/6, Dec
Zorilor,148000,,False,3,64.0, 2/4, Dec
Iris,18500,,False,1,11.0, 4/4, Nedec
Iris,60000,,False,1,35.0, Parter/1, Dec
Central,99000,,False,2,45.0, 2/4, Semidec
Gheorgheni,110000,Comision 0%,False,2,47.0, 9/10, Semidec
Manastur,162000,,False,3,69.0, 3/4, Dec
Marasti,67000,,False,1,24.0, 3/4, Semidec
Gheorgheni,185000,Comision 0%,False,2,55.0, 2/5, Semidec
Manastur,90000,Comision 0%,False,2,36.0, 3/4, Semidec
Marasti,102740,,False,2,45.7, 6/10, Dec
Intre Lacuri,186670,,False,4,92.0, 6/6, Dec
Manastur,160000,,False,4,80.0, 2/4, Dec
Buna Ziua,149500,,False,2,58.0, 2/3, Dec
Manastur,75000,,False,2,40.0, Parter/4, Dec
Manastur,102000,,False,2,50.0, Parter/6, Semidec
Iris,60000,,False,1,35.0, Parter/1, Dec
Marasti,112000,,True,2,40.0, 1/8, Semidec
Zorilor,128200,,False,3,57.0, 1/4, Semidec
Iris,57000,,False,1,34.0, Mansarda/2, Semidec
Manastur,95000,,False,2,45.0, Parter/4, Dec
Manastur,105000,Comision 0%,True,3,69.0, 2/4, Semidec
Marasti,75000,,False,1,27.0, 4/4, Dec
Iris,85000,,False,2,44.0, Parter/3, Semidec
Intre Lacuri,135000,,False,3,68.36, 4/4, Dec
Zorilor,250000,Comision 0%,False,2,61.0, 10, Semidec
Marasti,42000,,False,1,22.0, 1/4, Dec
Buna Ziua,95000,,False,3,57.0, Parter/2, Dec
Marasti,221000,,False,3,62.0, 6/8, Dec
Plopilor,212000,,False,3,75.0, 1/4, Dec
Manastur,137000,,False,4,77.0, 4/4, Dec
Central,150000,,False,4,108.0, Parter/1, Semidec
Manastur,129000,,False,4,71.0, 1/10, Dec
Manastur,98000,,False,2,43.0, 1/5, Semidec
Gheorgheni,139000,,False,2,47.0, Parter/4, Semidec
Semicentral,150000,,False,3,64.0, 1/5, Semidec
Dambul Rotund,94000,,False,2,55.0, 1/3, Dec
Manastur,130000,,False,3,57.0, 1/4, Semidec
Buna Ziua,187000,,False,3,67.0, 3/4, Semidec
Borhanci,179900,,False,2,58.0, 1/2, Dec
Iris,79000,,False,3,59.0, Parter/3, Semidec
Zorilor,215000,,False,4,81.0, 3/4, Dec
Marasti,198000,,False,3,65.0, 3/9, Dec
Manastur,95000,,False,3,44.0, 3/4, Semidec
Manastur,129900,,False,3,65.0, 3/4, Dec
Manastur,116000,,False,3,58.6, Parter/5, Dec
Gheorgheni,180000,,False,3,63.0, 3/4, Dec
Dambul Rotund,75000,,False,2,41.0, 3/4, Semidec
Europa,170000,Comision 0%,False,3,66.5, 1/6, Dec
Intre Lacuri,129000,,False,2,63.0, 4/4, Semidec
Calea Turzii,135000,,False,2,68.0, 2/6, Dec
Manastur,108000,,False,2,50.0, 2/6, Semidec
Marasti,395000,,False,3,80.0, 1/4, Dec
Manastur,135000,,False,3,66.0, 3/10, Semidec
Manastur,121000,,False,2,54.0, 1/3, Dec
Marasti,95000,,False,1,28.0, 2/4, Dec
Ultracentral,495000,,False,5,120.0, 1/3, Dec
Intre Lacuri,160000,Comision 0%,False,3,64.0, Parter/4, Dec
Dambul Rotund,94000,,False,2,52.0, Parter, Semidec
Iris,115000,,False,3,70.0, 3/4, Semidec
Zorilor,49000,,False,1,23.0, Demisol/5, Semidec
Manastur,83900,Comision 0%,False,2,54.0, 2/4, Semidec
Andrei Muresanu,369000,,False,4,200.0, 3/3, Semidec
Zorilor,190000,,False,4,88.0, 5/5, Dec
Marasti,69000,,False,1,28.0, 1/4, Dec
Iris,95000,,False,2,90.0, 2/2, Semidec
Manastur,89500,,False,2,49.0, Parter/4, Semidec
Buna Ziua,289000,,False,3,96.0, 8/9, Semidec
Iris,19500,,False,1,11.0, 3, Semidec
Marasti,130100,,False,2,61.0, 3/8, Dec
Manastur,204900,Comision 0%,False,4,100.0, 1/8, Dec
Central,150000,Comision 0%,False,2,57.18, Parter/1, Dec
Buna Ziua,269000,,False,3,71.6, 8/8, Semidec
Gheorgheni,77000,,False,2,32.0, Parter/4, Semidec
Zorilor,179000,,False,3,64.0, 2/4, Dec
Zorilor,125000,,False,2,44.0, 3/15, Semidec
Manastur,119990,Comision 0%,False,2,46.0, 3/10, Dec
Manastur,74490,,True,2,48.38, 3/3, Semidec
Manastur,118000,,False,3,61.0, 2/5, Semidec
Gheorgheni,178500,,False,3,63.62, 4/4, Dec
Marasti,85000,Comision 0%,False,2,49.0, Mansarda/4, Dec
Borhanci,272000,,False,3,78.0, Parter/3, Semidec
Intre Lacuri,137500,,False,2,52.0, 3/5, Dec
Manastur,82800,,False,2,54.14, 2/3, Semidec
Gheorgheni,117000,,False,2,46.0, 3/4, Semidec
Gheorgheni,159500,,False,2,54.0, 2/4, Dec
Central,150000,,False,2,58.0, Parter/1, Semidec
Andrei Muresanu,250000,,False,3,88.0, 1/3, Semidec
Manastur,56000,,False,1,21.0, 3/3, Semidec
Gheorgheni,365000,,False,4,120.0, 6/6, Dec
Central,148000,,False,3,51.0, Parter/1, Semidec
Manastur,159500,,False,3,81.19, 2/2, Semidec
Ultracentral,46000,,False,1,24.0, Demisol, Dec
Central,79500,Comision 0%,False,2,33.0, Parter/1, Semidec
Gheorgheni,75500,,False,1,23.0, 5/7, Semidec
